case:concept:name;concept:team;concept:resources
case_801;e9;re2, re17, re3
case_802;e6;re20, re15, re7, re6, re17
case_803;e1;re2, re1
case_804;e1;re11, re7, re12, re5, re8
case_805;e6;re16, re3, re11
case_806;e3;re10, re9, re1, re17, re13
case_807;e8;re2, re14, re20, re10, re15
case_808;e9;re16, re8, re1
case_809;e1;re8, re11, re12, re1
case_810;e7;re9, re13, re18, re19, re12
case_811;e6;re2, re15
case_812;e5;re3, re1
case_813;e9;re10, re17, re1, re13
case_814;e2;re17, re18
case_815;e6;re14, re16, re3, re18
case_816;e1;re10, re14
case_817;e3;re9, re18, re20, re1
case_818;e9;re12, re2, re14
case_819;e4;re5, re12
case_820;e3;re20, re19
case_821;e4;re1, re9, re13, re16
case_822;e9;re12, re10, re5, re6
case_823;e1;re9, re15, re7
case_824;e3;re10, re3
case_825;e2;re12, re7
case_826;e5;re16, re6
case_827;e9;re5, re13, re19, re8
case_828;e2;re6, re14, re16
case_829;e6;re11, re16, re10, re9, re19
case_830;e8;re2, re15
case_831;e2;re14, re9, re4, re16, re11
case_832;e7;re19, re2, re14
case_833;e5;re3, re15, re8, re12
case_834;e1;re18, re6, re11, re3
case_835;e5;re14, re10, re1
case_836;e5;re11, re20, re7, re4, re16
case_837;e5;re17, re4
case_838;e5;re19, re16
case_839;e1;re3, re2, re7
case_840;e4;re20, re5
case_841;e1;re19, re16, re18
case_842;e7;re16, re11, re4, re8
case_843;e5;re17, re9, re14, re15, re13
case_844;e9;re9, re12, re2, re19
case_845;e4;re3, re6
case_846;e9;re14, re12, re6
case_847;e7;re9, re10, re2, re13
case_848;e1;re10, re4, re12
case_849;e1;re9, re14, re13, re8
case_850;e6;re17, re9, re19
case_851;e8;re15, re6
case_852;e1;re3, re12, re11, re19, re10
case_853;e1;re7, re8, re20
case_854;e9;re8, re2, re1, re4, re12
case_855;e5;re8, re4, re20
case_856;e5;re10, re16, re9, re1
case_857;e1;re1, re15, re18, re19
case_858;e8;re3, re9, re12
case_859;e4;re11, re13
case_860;e1;re2, re18, re11
case_861;e3;re10, re5
case_862;e9;re5, re8
case_863;e8;re2, re15
case_864;e6;re3, re10
case_865;e4;re5, re14, re16, re4
case_866;e6;re7, re1
case_867;e7;re9, re15, re12, re20, re6
case_868;e7;re17, re13, re14
case_869;e8;re19, re13
case_870;e7;re6, re19, re9
case_871;e8;re17, re15, re19, re20
case_872;e1;re5, re12, re14
case_873;e3;re10, re12, re9, re5, re14
case_874;e2;re7, re13, re6
case_875;e2;re16, re8, re1, re18, re4
case_876;e3;re2, re7, re1
case_877;e5;re8, re13
case_878;e4;re2, re11, re15, re17
case_879;e7;re17, re4, re7, re5
case_880;e8;re18, re8, re15
case_881;e2;re3, re10, re13, re20
case_882;e5;re10, re1
case_883;e2;re14, re7, re15, re9
case_884;e1;re8, re2, re20
case_885;e1;re6, re10, re5, re8
case_886;e8;re5, re8, re11
case_887;e7;re2, re3, re9
case_888;e5;re10, re7, re17
case_889;e5;re4, re8, re12, re17
case_890;e4;re17, re4
case_891;e7;re18, re9, re4
case_892;e9;re19, re15, re7, re1, re6
case_893;e4;re1, re5, re4, re10
case_894;e1;re15, re8
case_895;e4;re16, re9
case_896;e2;re19, re6, re13, re7
case_897;e6;re19, re8, re12, re20
case_898;e4;re10, re17, re14, re3
case_899;e9;re13, re16, re11
case_900;e4;re6, re10, re19
case_901;e4;re16, re3, re11
case_902;e5;re15, re7, re18, re3
case_903;e9;re4, re6, re18
case_904;e8;re15, re19
case_905;e7;re3, re10, re9, re4, re20
case_906;e5;re17, re6, re1
case_907;e9;re3, re15, re5
case_908;e7;re8, re11, re1, re20, re9
case_909;e5;re18, re6
case_910;e2;re7, re13
case_911;e9;re11, re4, re6, re1, re3
case_912;e6;re15, re20, re4, re8, re6
case_913;e8;re4, re13, re14, re2
case_914;e8;re19, re12, re14
case_915;e1;re5, re11
case_916;e8;re20, re9, re15
case_917;e2;re12, re17
case_918;e7;re4, re11
case_919;e4;re7, re13, re5, re9, re1
case_920;e4;re14, re20, re19, re3, re5
case_921;e6;re17, re9, re2
case_922;e1;re11, re17, re7, re14, re10
case_923;e6;re18, re3, re20
case_924;e9;re18, re3, re1, re7
case_925;e2;re15, re9, re4
case_926;e1;re17, re7, re2, re12
case_927;e4;re12, re11, re15
case_928;e1;re7, re13, re20, re15, re14
case_929;e7;re20, re3, re1, re7, re15
case_930;e8;re14, re12, re4, re15, re6
case_931;e9;re7, re8
case_932;e7;re8, re11, re6
case_933;e1;re11, re9
case_934;e1;re13, re6
case_935;e8;re14, re13, re8, re9, re10
case_936;e1;re15, re4, re16, re3, re18
case_937;e9;re7, re14, re11, re2
case_938;e7;re12, re19, re10, re14
case_939;e4;re2, re19
case_940;e4;re8, re11
case_941;e2;re16, re14
case_942;e8;re8, re11, re6
case_943;e4;re2, re1, re12, re19
case_944;e5;re8, re1
case_945;e9;re11, re8, re13, re16, re2
case_946;e2;re2, re3, re19, re6
case_947;e5;re5, re3
case_948;e4;re17, re9, re13, re20, re10
case_949;e2;re6, re10, re18, re5
case_950;e2;re10, re13
case_951;e3;re10, re2, re17, re9
case_952;e2;re4, re19
case_953;e6;re7, re16
case_954;e6;re9, re20, re17, re15
case_955;e2;re13, re20, re7, re19, re2
case_956;e9;re5, re7, re9
case_957;e6;re11, re14
case_958;e1;re1, re8, re7
case_959;e2;re6, re12, re7, re20, re13
case_960;e7;re10, re5
case_961;e4;re17, re20, re1, re18, re5
case_962;e6;re3, re9, re4, re10
case_963;e3;re3, re17, re1, re5, re2
case_964;e2;re12, re6, re15, re5, re18
case_965;e9;re10, re9, re7
case_966;e8;re10, re12, re13, re6
case_967;e6;re12, re2, re13, re16, re3
case_968;e4;re3, re20, re16, re4, re2
case_969;e5;re6, re19, re2
case_970;e4;re17, re18
case_971;e4;re13, re4, re5
case_972;e7;re13, re14, re10
case_973;e5;re4, re16, re13, re1
case_974;e8;re11, re5, re13
case_975;e5;re10, re1, re9
case_976;e9;re3, re11, re20, re8, re2
case_977;e3;re1, re10, re7, re5, re13
case_978;e1;re16, re1, re9, re5
case_979;e6;re19, re7
case_980;e5;re14, re13
case_981;e1;re17, re5, re20
case_982;e5;re18, re6, re20, re8
case_983;e6;re10, re16, re9, re18
case_984;e5;re2, re20
case_985;e2;re1, re4
case_986;e1;re16, re10
case_987;e3;re18, re15, re13, re16
case_988;e7;re14, re1, re18, re4
case_989;e6;re14, re1, re19, re13, re10
case_990;e1;re7, re6, re15, re11, re9
case_991;e7;re10, re11, re5, re14, re1
case_992;e9;re12, re10, re20, re7, re11
case_993;e9;re2, re15, re11, re4
case_994;e5;re5, re15
case_995;e1;re13, re11
case_996;e7;re18, re16, re4, re11, re6
case_997;e1;re3, re15, re13
case_998;e3;re20, re11, re10, re5
case_999;e7;re4, re9, re2, re19, re10
case_1000;e9;re16, re4, re19, re1, re17
case_1001;e2;re2, re8, re19
case_1002;e7;re14, re18
case_1003;e3;re8, re6, re11
case_1004;e2;re13, re7, re2, re8, re19
case_1005;e8;re12, re16
case_1006;e7;re6, re7, re3
case_1007;e4;re20, re11, re18
case_1008;e5;re20, re8
case_1009;e2;re11, re10, re4
case_1010;e1;re4, re19, re5, re3, re6
case_1011;e1;re15, re8
case_1012;e2;re9, re19, re5, re13, re10
case_1013;e2;re19, re6
case_1014;e8;re14, re4, re13, re5
case_1015;e5;re8, re16, re3
case_1016;e4;re9, re4
case_1017;e2;re20, re14, re3, re18
case_1018;e2;re13, re4, re12
case_1019;e8;re3, re13, re7, re5, re16
case_1020;e9;re4, re6, re3, re18
case_1021;e6;re18, re12, re4
case_1022;e2;re6, re9, re5
case_1023;e5;re5, re19
case_1024;e5;re6, re1, re3, re13
case_1025;e9;re12, re5
case_1026;e7;re8, re6
case_1027;e5;re16, re5, re18, re10, re19
case_1028;e3;re17, re20
case_1029;e5;re13, re9, re20, re10
case_1030;e2;re16, re12, re7, re3, re19
case_1031;e2;re11, re6, re5, re17, re16
case_1032;e4;re6, re18, re3
case_1033;e9;re17, re6, re19
case_1034;e3;re19, re14, re17, re4
case_1035;e7;re7, re18, re20, re19
case_1036;e9;re16, re20
case_1037;e5;re15, re8, re18
case_1038;e5;re9, re7, re14
case_1039;e8;re19, re20, re6, re8, re5
case_1040;e4;re3, re13, re14
case_1041;e3;re7, re5
case_1042;e1;re4, re8, re5, re19
case_1043;e4;re13, re11, re8
case_1044;e9;re17, re19, re4, re15, re20
case_1045;e4;re7, re13, re20, re9, re6
case_1046;e7;re16, re14, re2, re5, re20
case_1047;e7;re10, re13
case_1048;e6;re17, re2
case_1049;e3;re12, re3, re8, re15, re5
case_1050;e2;re5, re2, re9
case_1051;e3;re12, re9
case_1052;e4;re17, re15, re8, re5
case_1053;e3;re9, re16, re15, re20
case_1054;e9;re5, re17, re15, re16
case_1055;e1;re6, re12, re19, re20
case_1056;e1;re10, re1, re8, re15, re5
case_1057;e5;re3, re4
case_1058;e9;re16, re8
case_1059;e1;re19, re11
case_1060;e2;re6, re9, re12, re7, re19
case_1061;e1;re2, re4, re11, re9, re19
case_1062;e7;re20, re1, re18, re7
case_1063;e1;re18, re6, re14
case_1064;e4;re5, re17, re2
case_1065;e9;re16, re20, re11, re8, re14
case_1066;e8;re7, re18, re12, re2
case_1067;e5;re17, re11, re9
case_1068;e1;re7, re5, re3
case_1069;e5;re20, re14
case_1070;e8;re15, re17, re5
case_1071;e4;re12, re20, re16, re6, re4
case_1072;e3;re19, re11
case_1073;e1;re5, re16
case_1074;e9;re4, re11, re9, re15
case_1075;e8;re1, re5, re14, re15, re6
case_1076;e5;re15, re3, re13
case_1077;e7;re19, re14
case_1078;e3;re13, re1, re9, re10, re3
case_1079;e3;re6, re18
case_1080;e2;re13, re2
case_1081;e6;re11, re16
case_1082;e2;re2, re9
case_1083;e5;re13, re15, re5, re12, re14
case_1084;e9;re1, re2, re7, re10, re14
case_1085;e9;re7, re12, re19, re8, re2
case_1086;e3;re9, re16, re1, re15, re11
case_1087;e7;re14, re17, re12
case_1088;e5;re15, re18, re16, re10, re12
case_1089;e9;re2, re1
case_1090;e9;re6, re14, re2
case_1091;e5;re9, re12
case_1092;e4;re7, re1
case_1093;e7;re17, re19, re1, re20, re16
case_1094;e5;re16, re15, re11
case_1095;e5;re8, re11, re9, re14
case_1096;e1;re12, re2, re13, re3, re16
case_1097;e5;re15, re18
case_1098;e1;re12, re3, re1, re7, re16
case_1099;e9;re11, re2, re14, re15
case_1100;e1;re2, re17, re13, re1, re12
case_1101;e7;re15, re9
case_1102;e9;re1, re13, re7
case_1103;e1;re4, re1
case_1104;e4;re20, re3, re5
case_1105;e2;re5, re8
case_1106;e4;re14, re7, re8
case_1107;e5;re8, re18
case_1108;e1;re5, re14
case_1109;e5;re16, re11
case_1110;e5;re17, re19
case_1111;e4;re6, re18, re1
case_1112;e2;re14, re8, re16, re12, re7
case_1113;e7;re8, re18, re3, re11, re19
case_1114;e5;re2, re13, re7, re11
case_1115;e4;re12, re11, re9, re4, re6
case_1116;e6;re12, re11
case_1117;e4;re16, re8, re6, re7
case_1118;e8;re6, re2, re4
case_1119;e3;re6, re9
case_1120;e5;re3, re18, re13
case_1121;e1;re9, re14, re4, re6, re5
case_1122;e9;re4, re9, re8
case_1123;e6;re11, re7
case_1124;e1;re14, re8
case_1125;e3;re12, re16, re5, re7, re4
case_1126;e7;re6, re5, re19
case_1127;e2;re10, re17
case_1128;e1;re5, re3, re11, re16
case_1129;e3;re8, re3
case_1130;e9;re6, re18, re3, re16, re12
case_1131;e8;re7, re5
case_1132;e7;re9, re4, re3, re19, re20
case_1133;e7;re3, re8, re13, re1
case_1134;e8;re10, re3, re12, re20
case_1135;e2;re2, re6, re4, re3, re11
case_1136;e5;re6, re3, re16, re14, re15
case_1137;e8;re15, re4, re8, re10
case_1138;e6;re13, re20, re10, re3, re19
case_1139;e7;re16, re10, re20
case_1140;e2;re15, re16, re4
case_1141;e7;re17, re16, re13, re20, re5
case_1142;e1;re8, re11, re10
case_1143;e6;re13, re4, re1, re11
case_1144;e5;re18, re13, re19
case_1145;e7;re12, re11
case_1146;e7;re1, re13, re12, re7
case_1147;e6;re20, re6
case_1148;e9;re8, re9
case_1149;e4;re1, re10
case_1150;e9;re10, re16
case_1151;e3;re20, re15, re13, re12, re11
case_1152;e5;re12, re2
case_1153;e5;re10, re1, re8
case_1154;e7;re1, re13, re11, re12, re19
case_1155;e6;re2, re14, re15, re16
case_1156;e1;re12, re4, re14
case_1157;e5;re10, re8, re12
case_1158;e1;re4, re7, re10
case_1159;e3;re14, re7, re12, re6, re19
case_1160;e5;re9, re8, re10, re4
case_1161;e1;re16, re15, re13, re11, re8
case_1162;e1;re20, re1
case_1163;e2;re13, re14, re17
case_1164;e8;re1, re9, re12, re13, re7
case_1165;e2;re5, re8, re15, re7, re17
case_1166;e3;re1, re15
case_1167;e5;re20, re18, re10
case_1168;e4;re4, re1, re20, re6, re14
case_1169;e8;re6, re13
case_1170;e1;re16, re9, re8
case_1171;e1;re8, re18, re20, re3
case_1172;e9;re12, re3
case_1173;e2;re9, re16, re3, re5, re1
case_1174;e5;re11, re9, re12, re20
case_1175;e4;re8, re11, re14, re10
case_1176;e2;re4, re15, re5, re18, re12
case_1177;e8;re18, re6, re11
case_1178;e6;re18, re16, re17, re11
case_1179;e5;re3, re16
case_1180;e5;re13, re4, re18
case_1181;e9;re1, re12, re7, re10, re14
case_1182;e3;re13, re20, re4, re18, re19
case_1183;e9;re19, re12
case_1184;e3;re14, re12
case_1185;e1;re17, re11, re18, re14, re2
case_1186;e2;re18, re19, re6
case_1187;e5;re1, re14, re9
case_1188;e9;re1, re9, re11, re10
case_1189;e7;re3, re20, re19, re5, re18
case_1190;e3;re15, re8
case_1191;e1;re10, re20, re19
case_1192;e3;re1, re16, re13, re18, re7
case_1193;e6;re13, re5
case_1194;e4;re5, re3, re14
case_1195;e7;re13, re9, re3
case_1196;e1;re17, re12, re18
case_1197;e5;re7, re8, re9, re16
case_1198;e7;re7, re9
case_1199;e3;re11, re17, re16
case_1200;e7;re17, re19
case_1201;e5;re10, re12, re5
case_1202;e7;re18, re7, re9, re10, re3
case_1203;e6;re17, re13, re20, re16, re18
case_1204;e5;re20, re8, re9
case_1205;e9;re18, re3, re17, re13, re20
case_1206;e9;re7, re10, re20, re12, re9
case_1207;e4;re17, re15
case_1208;e3;re16, re18, re4, re5, re17
case_1209;e7;re9, re18, re10, re16
case_1210;e8;re14, re10, re19, re1
case_1211;e5;re12, re4
case_1212;e5;re8, re2, re19, re10, re13
case_1213;e6;re12, re20, re1
case_1214;e9;re20, re9, re12, re19
case_1215;e2;re10, re6, re19
case_1216;e4;re9, re2, re12
case_1217;e7;re1, re5, re8, re19
case_1218;e5;re11, re10
case_1219;e2;re7, re16, re20, re13
case_1220;e6;re11, re13, re19, re4, re3
case_1221;e3;re16, re3
case_1222;e7;re4, re19, re18, re9
case_1223;e2;re15, re20, re4, re1, re8
case_1224;e8;re6, re15, re19, re17
case_1225;e6;re7, re15
case_1226;e8;re13, re4, re6
case_1227;e4;re12, re4, re14, re17
case_1228;e7;re19, re9, re1
case_1229;e1;re7, re4, re9, re3
case_1230;e2;re7, re2, re6
case_1231;e3;re15, re2, re13, re5
case_1232;e3;re15, re20, re1
case_1233;e2;re20, re3, re1, re18, re5
case_1234;e8;re2, re18
case_1235;e6;re17, re9, re6, re2, re10
case_1236;e9;re16, re11, re18
case_1237;e9;re13, re10, re12
case_1238;e9;re3, re9, re20, re2
case_1239;e9;re13, re6, re10
case_1240;e2;re9, re20, re13, re1, re8
case_1241;e8;re5, re17, re8, re2
case_1242;e1;re15, re12
case_1243;e6;re4, re1
case_1244;e5;re18, re13, re15, re19, re4
case_1245;e5;re10, re4
case_1246;e6;re20, re5, re8, re2, re7
case_1247;e4;re20, re7, re2, re16, re15
case_1248;e1;re7, re10, re13
case_1249;e8;re18, re4, re5
case_1250;e6;re15, re7
case_1251;e1;re11, re10, re20
case_1252;e8;re6, re1, re13, re4
case_1253;e3;re7, re5
case_1254;e7;re20, re16, re8
case_1255;e3;re19, re11, re3
case_1256;e3;re5, re20, re10, re18, re14
case_1257;e2;re1, re15
case_1258;e9;re10, re15, re5, re6
case_1259;e2;re13, re1
case_1260;e9;re2, re14, re20, re6
case_1261;e7;re9, re6, re18
case_1262;e9;re17, re8, re1, re12
case_1263;e2;re20, re3, re19
case_1264;e1;re19, re18, re7
case_1265;e3;re9, re17, re16, re5
case_1266;e6;re18, re20
case_1267;e5;re5, re12, re10
case_1268;e6;re1, re16, re5, re18
case_1269;e9;re18, re12, re1, re13
case_1270;e9;re11, re18, re1, re6
case_1271;e1;re19, re11
case_1272;e2;re18, re12
case_1273;e6;re14, re12, re13, re17, re1
case_1274;e7;re19, re17, re9, re5
case_1275;e6;re6, re20, re5
case_1276;e3;re10, re2, re11
case_1277;e9;re16, re19, re11, re5
case_1278;e2;re1, re15, re11
case_1279;e1;re15, re2, re4
case_1280;e4;re18, re8
case_1281;e4;re17, re6
case_1282;e7;re14, re7
case_1283;e1;re1, re16, re7, re18
case_1284;e1;re2, re17, re15, re6, re7
case_1285;e7;re1, re20, re7
case_1286;e4;re6, re9
case_1287;e6;re20, re13
case_1288;e2;re8, re1, re18, re4
case_1289;e2;re14, re16, re19, re13
case_1290;e7;re8, re6
case_1291;e4;re9, re10, re17, re6
case_1292;e5;re11, re17, re12, re1
case_1293;e2;re19, re3, re10
case_1294;e8;re1, re5, re18, re16, re12
case_1295;e9;re2, re11, re5
case_1296;e9;re1, re3, re17, re7, re6
case_1297;e7;re10, re12, re3, re17, re9
case_1298;e1;re2, re7
case_1299;e2;re18, re4, re5, re20, re14
case_1300;e4;re2, re16, re14, re18
case_1301;e3;re17, re1, re9, re19, re13
case_1302;e7;re11, re18
case_1303;e3;re1, re5
case_1304;e8;re17, re15, re9, re18
case_1305;e4;re4, re1
case_1306;e4;re10, re1, re13, re2
case_1307;e8;re4, re20, re19, re18
case_1308;e2;re3, re20
case_1309;e9;re19, re9
case_1310;e7;re18, re12
case_1311;e8;re7, re18, re3, re10
case_1312;e3;re14, re13, re7
case_1313;e1;re17, re6
case_1314;e7;re9, re1
case_1315;e7;re2, re20, re9, re15
case_1316;e2;re5, re16
case_1317;e9;re12, re8, re14, re16, re17
case_1318;e5;re1, re2, re11, re6
case_1319;e1;re18, re16, re10, re3, re9
case_1320;e1;re9, re3
case_1321;e3;re2, re18, re14, re12, re5
case_1322;e3;re15, re12, re1, re8
case_1323;e8;re17, re8, re14
case_1324;e5;re13, re16, re3, re9, re14
case_1325;e9;re11, re9, re20, re12
case_1326;e2;re19, re8, re4, re3
case_1327;e6;re3, re1, re14, re20, re8
case_1328;e3;re7, re15
case_1329;e3;re2, re5, re1
case_1330;e4;re17, re16
case_1331;e5;re12, re11, re8
case_1332;e4;re14, re20
case_1333;e9;re19, re18
case_1334;e2;re13, re8
case_1335;e8;re12, re15, re5, re19, re3
case_1336;e9;re14, re1, re18, re8
case_1337;e5;re8, re15, re4, re16
case_1338;e9;re5, re8, re1
case_1339;e3;re11, re10, re1, re15
case_1340;e6;re16, re14, re13, re19, re7
case_1341;e8;re19, re2, re3, re8, re20
case_1342;e4;re7, re17, re9
case_1343;e7;re6, re13, re8, re10
case_1344;e6;re9, re15
case_1345;e4;re13, re18
case_1346;e7;re20, re6
case_1347;e7;re13, re17, re9, re4, re11
case_1348;e6;re11, re1, re7, re13, re14
case_1349;e5;re19, re2, re5, re10, re17
case_1350;e5;re16, re6, re13, re11, re19
case_1351;e8;re19, re12, re10, re7
case_1352;e2;re7, re13, re4, re16
case_1353;e4;re10, re15, re6, re12
case_1354;e2;re14, re13, re11, re18
case_1355;e2;re3, re10, re6, re16
case_1356;e3;re1, re17, re7, re2
case_1357;e3;re12, re19, re16, re20, re18
case_1358;e8;re13, re10, re16
case_1359;e4;re8, re10, re18, re16
case_1360;e6;re8, re1, re4, re6
case_1361;e1;re10, re3, re14, re13, re20
case_1362;e4;re5, re18, re14
case_1363;e3;re16, re5
case_1364;e3;re9, re16, re19
case_1365;e3;re2, re11, re10, re8
case_1366;e8;re5, re2, re6, re14, re11
case_1367;e6;re15, re16, re3
case_1368;e9;re11, re19, re3, re18
case_1369;e8;re9, re14, re3
case_1370;e7;re1, re5
case_1371;e5;re11, re2, re12
case_1372;e3;re3, re19, re18, re13, re2
case_1373;e9;re15, re10
case_1374;e2;re13, re18, re9, re14
case_1375;e3;re9, re15, re18, re12
case_1376;e7;re2, re8
case_1377;e2;re14, re8
case_1378;e7;re9, re6, re20, re16, re19
case_1379;e4;re16, re13, re10
case_1380;e7;re6, re11, re4, re15
case_1381;e3;re8, re10, re4, re6, re11
case_1382;e6;re16, re1, re3
case_1383;e6;re12, re4, re20, re14
case_1384;e3;re7, re11, re8
case_1385;e3;re8, re5, re20, re7
case_1386;e2;re10, re11, re13
case_1387;e6;re13, re18, re10, re16
case_1388;e1;re17, re9
case_1389;e6;re14, re12, re2, re17
case_1390;e2;re10, re8, re11, re20, re13
case_1391;e4;re9, re2, re10, re19
case_1392;e4;re2, re9, re14, re13
case_1393;e6;re12, re10
case_1394;e2;re4, re7, re12, re1
case_1395;e5;re3, re18, re20, re10
case_1396;e2;re11, re10
case_1397;e6;re16, re20, re18, re19
case_1398;e4;re9, re18, re16
case_1399;e4;re15, re4
case_1400;e1;re1, re14
case_1401;e1;re9, re20
case_1402;e7;re10, re9, re1, re5
case_1403;e5;re10, re17
case_1404;e8;re20, re5, re12
case_1405;e7;re4, re17, re14, re12
case_1406;e6;re6, re10, re14, re2, re20
case_1407;e8;re7, re5, re8, re4, re14
case_1408;e9;re20, re9, re17, re6, re14
case_1409;e5;re9, re8
case_1410;e3;re3, re18, re12, re4
case_1411;e3;re2, re5, re10, re13
case_1412;e3;re10, re8, re20
case_1413;e3;re15, re10, re9
case_1414;e1;re13, re9
case_1415;e4;re4, re3, re18, re17, re19
case_1416;e2;re18, re20
case_1417;e5;re7, re6, re14, re4
case_1418;e6;re19, re7, re16, re9, re10
case_1419;e6;re5, re9
case_1420;e4;re10, re5, re17, re2
case_1421;e7;re17, re4, re15
case_1422;e2;re15, re18, re4, re2, re19
case_1423;e7;re14, re18, re8, re15
case_1424;e9;re11, re17, re4, re16
case_1425;e4;re16, re4, re18, re7
case_1426;e8;re6, re4
case_1427;e2;re16, re6, re4, re12
case_1428;e6;re7, re6
case_1429;e2;re6, re7, re2
case_1430;e6;re3, re4, re20, re7
case_1431;e4;re16, re5, re2, re14
case_1432;e8;re5, re20, re3
case_1433;e8;re17, re3, re16, re1, re8
case_1434;e1;re18, re15, re19, re16, re11
case_1435;e9;re18, re7, re13, re5
case_1436;e9;re16, re15, re10
case_1437;e1;re8, re3, re13, re6
case_1438;e9;re4, re3, re14, re7
case_1439;e7;re5, re15, re16, re1, re12
case_1440;e8;re2, re3
case_1441;e8;re11, re14, re7, re3, re20
case_1442;e8;re5, re7, re10
case_1443;e8;re8, re7, re2, re5
case_1444;e3;re14, re6, re8, re15, re4
case_1445;e2;re16, re15, re8, re19
case_1446;e4;re16, re15, re4, re14, re19
case_1447;e4;re13, re10, re18
case_1448;e5;re15, re4
case_1449;e6;re11, re13, re7, re5, re17
case_1450;e4;re11, re8, re13
case_1451;e3;re2, re15, re18, re6, re17
case_1452;e6;re16, re4
case_1453;e5;re8, re2
case_1454;e5;re1, re20, re15
case_1455;e1;re10, re16, re20, re1
case_1456;e5;re12, re15, re10, re4
case_1457;e8;re12, re3, re8
case_1458;e9;re1, re17, re12, re16
case_1459;e4;re8, re9, re6, re10
case_1460;e6;re8, re2
case_1461;e1;re15, re9, re17, re10, re5
case_1462;e2;re17, re6, re14, re5, re11
case_1463;e3;re9, re13
case_1464;e9;re9, re11, re10
case_1465;e9;re17, re6, re1
case_1466;e7;re8, re20, re2, re18, re15
case_1467;e9;re7, re4, re13, re18
case_1468;e6;re3, re18, re10, re16
case_1469;e5;re14, re19, re12, re11
case_1470;e2;re10, re20, re12, re8, re18
case_1471;e3;re3, re20, re16, re2, re7
case_1472;e9;re7, re9, re15, re4, re18
case_1473;e9;re4, re18, re3, re6, re8
case_1474;e1;re7, re8
case_1475;e9;re5, re13
